a,b,c,d,e,f,g,h,i,j,k
2561,1280.5,100,y,0,ON,0,OFF,0,signal,1
2562,1281,100,y,0,ON,0,OFF,0,signal,1
2563,1281.5,100,y,0,ON,0,OFF,0,signal,1
2564,1282,100,y,0,ON,0,OFF,0,signal,1
2565,1282.5,100,y,0,ON,0,OFF,0,signal,1
2566,1283,100,y,0,ON,0,OFF,0,signal,1
2567,1283.5,100,y,0,ON,0,OFF,0,signal,1
2568,1284,100,y,0,ON,0,OFF,0,signal,1
2569,1284.5,100,y,0,ON,0,OFF,0,signal,1
2570,1285,100,y,0,ON,0,OFF,0,signal,1
2571,1285.5,100,y,0,ON,0,OFF,0,signal,1
2572,1286,100,y,0,ON,0,OFF,0,signal,1
2573,1286.5,100,y,0,ON,0,OFF,0,signal,1
2574,1287,100,y,0,ON,0,OFF,0,signal,1
2575,1287.5,100,y,0,ON,0,OFF,0,signal,1
2576,1288,100,y,0,ON,0,OFF,0,signal,1
2577,1288.5,100,y,0,ON,0,OFF,0,signal,1
2578,1289,100,y,0,ON,0,OFF,0,signal,1
2579,1289.5,100,y,0,ON,0,OFF,0,signal,1
2580,1290,100,y,0,ON,0,OFF,0,signal,1
2581,1290.5,100,y,0,ON,0,OFF,0,signal,1
2582,1291,100,y,0,ON,0,OFF,0,signal,1
2583,1291.5,100,y,0,ON,0,OFF,0,signal,1
2584,1292,100,y,0,ON,0,OFF,0,signal,1
2585,1292.5,100,y,0,ON,0,OFF,0,signal,1
2586,1293,100,y,0,ON,0,OFF,0,signal,1
2587,1293.5,100,y,0,ON,0,OFF,0,signal,1
2588,1294,100,y,0,ON,0,OFF,0,signal,1
2589,1294.5,100,y,0,ON,0,OFF,0,signal,1
2590,1295,100,y,0,ON,0,OFF,0,signal,1
2591,1295.5,100,y,0,ON,0,OFF,0,signal,1
2592,1296,100,y,0,ON,0,OFF,0,signal,1
2593,1296.5,100,y,0,ON,0,OFF,0,signal,1
2594,1297,100,y,0,ON,0,OFF,0,signal,1
2595,1297.5,100,y,0,ON,0,OFF,0,signal,1
2596,1298,100,y,0,ON,0,OFF,0,signal,1
2597,1298.5,100,y,0,ON,0,OFF,0,signal,1
2598,1299,100,y,0,ON,0,OFF,0,signal,1
2599,1299.5,100,y,0,ON,0,OFF,0,signal,1
2600,1300,100,y,0,ON,0,OFF,0,signal,1
2601,1300.5,100,y,0,ON,0,OFF,0,signal,1
2602,1301,100,y,0,ON,0,OFF,0,signal,1
2603,1301.5,100,y,0,ON,0,OFF,0,signal,1
2604,1302,100,y,0,ON,0,OFF,0,signal,1
2605,1302.5,100,y,0,ON,0,OFF,0,signal,1
2606,1303,100,y,0,ON,0,OFF,0,signal,1
2607,1303.5,100,y,0,ON,0,OFF,0,signal,1
2608,1304,100,y,0,ON,0,OFF,0,signal,1
2609,1304.5,100,y,0,ON,0,OFF,0,signal,1
2610,1305,100,y,0,ON,0,OFF,0,signal,1
2611,1305.5,100,y,0,ON,0,OFF,0,signal,1
2612,1306,100,y,0,ON,0,OFF,0,signal,1
2613,1306.5,100,y,0,ON,0,OFF,0,signal,1
2614,1307,100,y,0,ON,0,OFF,0,signal,1
2615,1307.5,100,y,0,ON,0,OFF,0,signal,1
2616,1308,100,y,0,ON,0,OFF,0,signal,1
2617,1308.5,100,y,0,ON,0,OFF,0,signal,1
2618,1309,100,y,0,ON,0,OFF,0,signal,1
2619,1309.5,100,y,0,ON,0,OFF,0,signal,1
2620,1310,100,y,0,ON,0,OFF,0,signal,1
2621,1310.5,100,y,0,ON,0,OFF,0,signal,1
2622,1311,100,y,0,ON,0,OFF,0,signal,1
2623,1311.5,100,y,0,ON,0,OFF,0,signal,1
2624,1312,100,y,0,ON,0,OFF,0,signal,1
2625,1312.5,100,y,0,ON,0,OFF,0,signal,1
2626,1313,100,y,0,ON,0,OFF,0,signal,1
2627,1313.5,100,y,0,ON,0,OFF,0,signal,1
2628,1314,100,y,0,ON,0,OFF,0,signal,1
2629,1314.5,100,y,0,ON,0,OFF,0,signal,1
2630,1315,100,y,0,ON,0,OFF,0,signal,1
2631,1315.5,100,y,0,ON,0,OFF,0,signal,1
2632,1316,100,y,0,ON,0,OFF,0,signal,1
2633,1316.5,100,y,0,ON,0,OFF,0,signal,1
2634,1317,100,y,0,ON,0,OFF,0,signal,1
2635,1317.5,100,y,0,ON,0,OFF,0,signal,1
2636,1318,100,y,0,ON,0,OFF,0,signal,1
2637,1318.5,100,y,0,ON,0,OFF,0,signal,1
2638,1319,100,y,0,ON,0,OFF,0,signal,1
2639,1319.5,100,y,0,ON,0,OFF,0,signal,1
2640,1320,100,y,0,ON,0,OFF,0,signal,1
2641,1320.5,100,y,0,ON,0,OFF,0,signal,1
2642,1321,100,y,0,ON,0,OFF,0,signal,1
2643,1321.5,100,y,0,ON,0,OFF,0,signal,1
2644,1322,100,y,0,ON,0,OFF,0,signal,1
2645,1322.5,100,y,0,ON,0,OFF,0,signal,1
2646,1323,100,y,0,ON,0,OFF,0,signal,1
2647,1323.5,100,y,0,ON,0,OFF,0,signal,1
2648,1324,100,y,0,ON,0,OFF,0,signal,1
2649,1324.5,100,y,0,ON,0,OFF,0,signal,1
2650,1325,100,y,0,ON,0,OFF,0,signal,1
2651,1325.5,100,y,0,ON,0,OFF,0,signal,1
2652,1326,100,y,0,ON,0,OFF,0,signal,1
2653,1326.5,100,y,0,ON,0,OFF,0,signal,1
2654,1327,100,y,0,ON,0,OFF,0,signal,1
2655,1327.5,100,y,0,ON,0,OFF,0,signal,1
2656,1328,100,y,0,ON,0,OFF,0,signal,1
2657,1328.5,100,y,0,ON,0,OFF,0,signal,1
2658,1329,100,y,0,ON,0,OFF,0,signal,1
2659,1329.5,100,y,0,ON,0,OFF,0,signal,1
2660,1330,100,y,0,ON,0,OFF,0,signal,1
2661,1330.5,100,y,0,ON,0,OFF,0,signal,1
2662,1331,100,y,0,ON,0,OFF,0,signal,1
2663,1331.5,100,y,0,ON,0,OFF,0,signal,1
2664,1332,100,y,0,ON,0,OFF,0,signal,1
2665,1332.5,100,y,0,ON,0,OFF,0,signal,1
2666,1333,100,y,0,ON,0,OFF,0,signal,1
2667,1333.5,100,y,0,ON,0,OFF,0,signal,1
2668,1334,100,y,0,ON,0,OFF,0,signal,1
2669,1334.5,100,y,0,ON,0,OFF,0,signal,1
2670,1335,100,y,0,ON,0,OFF,0,signal,1
2671,1335.5,100,y,0,ON,0,OFF,0,signal,1
2672,1336,100,y,0,ON,0,OFF,0,signal,1
2673,1336.5,100,y,0,ON,0,OFF,0,signal,1
2674,1337,100,y,0,ON,0,OFF,0,signal,1
2675,1337.5,100,y,0,ON,0,OFF,0,signal,1
2676,1338,100,y,0,ON,0,OFF,0,signal,1
2677,1338.5,100,y,0,ON,0,OFF,0,signal,1
2678,1339,100,y,0,ON,0,OFF,0,signal,1
2679,1339.5,100,y,0,ON,0,OFF,0,signal,1
2680,1340,100,y,0,ON,0,OFF,0,signal,1
2681,1340.5,100,y,0,ON,0,OFF,0,signal,1
2682,1341,100,y,0,ON,0,OFF,0,signal,1
2683,1341.5,100,y,0,ON,0,OFF,0,signal,1
2684,1342,100,y,0,ON,0,OFF,0,signal,1
2685,1342.5,100,y,0,ON,0,OFF,0,signal,1
2686,1343,100,y,0,ON,0,OFF,0,signal,1
2687,1343.5,100,y,0,ON,0,OFF,0,signal,1
2688,1344,100,y,0,ON,0,OFF,0,signal,1
2689,1344.5,100,y,0,ON,0,OFF,0,signal,1
2690,1345,100,y,0,ON,0,OFF,0,signal,1
2691,1345.5,100,y,0,ON,0,OFF,0,signal,1
2692,1346,100,y,0,ON,0,OFF,0,signal,1
2693,1346.5,100,y,0,ON,0,OFF,0,signal,1
2694,1347,100,y,0,ON,0,OFF,0,signal,1
2695,1347.5,100,y,0,ON,0,OFF,0,signal,1
2696,1348,100,y,0,ON,0,OFF,0,signal,1
2697,1348.5,100,y,0,ON,0,OFF,0,signal,1
2698,1349,100,y,0,ON,0,OFF,0,signal,1
2699,1349.5,100,y,0,ON,0,OFF,0,signal,1
2700,1350,100,y,0,ON,0,OFF,0,signal,1
2701,1350.5,100,y,0,ON,0,OFF,0,signal,1
2702,1351,100,y,0,ON,0,OFF,0,signal,1
2703,1351.5,100,y,0,ON,0,OFF,0,signal,1
2704,1352,100,y,0,ON,0,OFF,0,signal,1
2705,1352.5,100,y,0,ON,0,OFF,0,signal,1
2706,1353,100,y,0,ON,0,OFF,0,signal,1
2707,1353.5,100,y,0,ON,0,OFF,0,signal,1
2708,1354,100,y,0,ON,0,OFF,0,signal,1
2709,1354.5,100,y,0,ON,0,OFF,0,signal,1
2710,1355,100,y,0,ON,0,OFF,0,signal,1
2711,1355.5,100,y,0,ON,0,OFF,0,signal,1
2712,1356,100,y,0,ON,0,OFF,0,signal,1
2713,1356.5,100,y,0,ON,0,OFF,0,signal,1
2714,1357,100,y,0,ON,0,OFF,0,signal,1
2715,1357.5,100,y,0,ON,0,OFF,0,signal,1
2716,1358,100,y,0,ON,0,OFF,0,signal,1
2717,1358.5,100,y,0,ON,0,OFF,0,signal,1
2718,1359,100,y,0,ON,0,OFF,0,signal,1
2719,1359.5,100,y,0,ON,0,OFF,0,signal,1
2720,1360,100,y,0,ON,0,OFF,0,signal,1
2721,1360.5,100,y,0,ON,0,OFF,0,signal,1
2722,1361,100,y,0,ON,0,OFF,0,signal,1
2723,1361.5,100,y,0,ON,0,OFF,0,signal,1
2724,1362,100,y,0,ON,0,OFF,0,signal,1
2725,1362.5,100,y,0,ON,0,OFF,0,signal,1
2726,1363,100,y,0,ON,0,OFF,0,signal,1
2727,1363.5,100,y,0,ON,0,OFF,0,signal,1
2728,1364,100,y,0,ON,0,OFF,0,signal,1
2729,1364.5,100,y,0,ON,0,OFF,0,signal,1
2730,1365,100,y,0,ON,0,OFF,0,signal,1
2731,1365.5,100,y,0,ON,0,OFF,0,signal,1
2732,1366,100,y,0,ON,0,OFF,0,signal,1
2733,1366.5,100,y,0,ON,0,OFF,0,signal,1
2734,1367,100,y,0,ON,0,OFF,0,signal,1
2735,1367.5,100,y,0,ON,0,OFF,0,signal,1
2736,1368,100,y,0,ON,0,OFF,0,signal,1
2737,1368.5,100,y,0,ON,0,OFF,0,signal,1
2738,1369,100,y,0,ON,0,OFF,0,signal,1
2739,1369.5,100,y,0,ON,0,OFF,0,signal,1
2740,1370,100,y,0,ON,0,OFF,0,signal,1
2741,1370.5,100,y,0,ON,0,OFF,0,signal,1
2742,1371,100,y,0,ON,0,OFF,0,signal,1
2743,1371.5,100,y,0,ON,0,OFF,0,signal,1
2744,1372,100,y,0,ON,0,OFF,0,signal,1
2745,1372.5,100,y,0,ON,0,OFF,0,signal,1
2746,1373,100,y,0,ON,0,OFF,0,signal,1
2747,1373.5,100,y,0,ON,0,OFF,0,signal,1
2748,1374,100,y,0,ON,0,OFF,0,signal,1
2749,1374.5,100,y,0,ON,0,OFF,0,signal,1
2750,1375,100,y,0,ON,0,OFF,0,signal,1
2751,1375.5,100,y,0,ON,0,OFF,0,signal,1
2752,1376,100,y,0,ON,0,OFF,0,signal,1
2753,1376.5,100,y,0,ON,0,OFF,0,signal,1
2754,1377,100,y,0,ON,0,OFF,0,signal,1
2755,1377.5,100,y,0,ON,0,OFF,0,signal,1
2756,1378,100,y,0,ON,0,OFF,0,signal,1
2757,1378.5,100,y,0,ON,0,OFF,0,signal,1
2758,1379,100,y,0,ON,0,OFF,0,signal,1
2759,1379.5,100,y,0,ON,0,OFF,0,signal,1
2760,1380,100,y,0,ON,0,OFF,0,signal,1
2761,1380.5,100,y,0,ON,0,OFF,0,signal,1
2762,1381,100,y,0,ON,0,OFF,0,signal,1
2763,1381.5,100,y,0,ON,0,OFF,0,signal,1
2764,1382,100,y,0,ON,0,OFF,0,signal,1
2765,1382.5,100,y,0,ON,0,OFF,0,signal,1
2766,1383,100,y,0,ON,0,OFF,0,signal,1
2767,1383.5,100,y,0,ON,0,OFF,0,signal,1
2768,1384,100,y,0,ON,0,OFF,0,signal,1
2769,1384.5,100,y,0,ON,0,OFF,0,signal,1
2770,1385,100,y,0,ON,0,OFF,0,signal,1
2771,1385.5,100,y,0,ON,0,OFF,0,signal,1
2772,1386,100,y,0,ON,0,OFF,0,signal,1
2773,1386.5,100,y,0,ON,0,OFF,0,signal,1
2774,1387,100,y,0,ON,0,OFF,0,signal,1
2775,1387.5,100,y,0,ON,0,OFF,0,signal,1
2776,1388,100,y,0,ON,0,OFF,0,signal,1
2777,1388.5,100,y,0,ON,0,OFF,0,signal,1
2778,1389,100,y,0,ON,0,OFF,0,signal,1
2779,1389.5,100,y,0,ON,0,OFF,0,signal,1
2780,1390,100,y,0,ON,0,OFF,0,signal,1
2781,1390.5,100,y,0,ON,0,OFF,0,signal,1
2782,1391,100,y,0,ON,0,OFF,0,signal,1
2783,1391.5,100,y,0,ON,0,OFF,0,signal,1
2784,1392,100,y,0,ON,0,OFF,0,signal,1
2785,1392.5,100,y,0,ON,0,OFF,0,signal,1
2786,1393,100,y,0,ON,0,OFF,0,signal,1
2787,1393.5,100,y,0,ON,0,OFF,0,signal,1
2788,1394,100,y,0,ON,0,OFF,0,signal,1
2789,1394.5,100,y,0,ON,0,OFF,0,signal,1
2790,1395,100,y,0,ON,0,OFF,0,signal,1
2791,1395.5,100,y,0,ON,0,OFF,0,signal,1
2792,1396,100,y,0,ON,0,OFF,0,signal,1
2793,1396.5,100,y,0,ON,0,OFF,0,signal,1
2794,1397,100,y,0,ON,0,OFF,0,signal,1
2795,1397.5,100,y,0,ON,0,OFF,0,signal,1
2796,1398,100,y,0,ON,0,OFF,0,signal,1
2797,1398.5,100,y,0,ON,0,OFF,0,signal,1
2798,1399,100,y,0,ON,0,OFF,0,signal,1
2799,1399.5,100,y,0,ON,0,OFF,0,signal,1
2800,1400,100,y,0,ON,0,OFF,0,signal,1
2801,1400.5,100,y,0,ON,0,OFF,0,signal,1
2802,1401,100,y,0,ON,0,OFF,0,signal,1
2803,1401.5,100,y,0,ON,0,OFF,0,signal,1
2804,1402,100,y,0,ON,0,OFF,0,signal,1
2805,1402.5,100,y,0,ON,0,OFF,0,signal,1
2806,1403,100,y,0,ON,0,OFF,0,signal,1
2807,1403.5,100,y,0,ON,0,OFF,0,signal,1
2808,1404,100,y,0,ON,0,OFF,0,signal,1
2809,1404.5,100,y,0,ON,0,OFF,0,signal,1
2810,1405,100,y,0,ON,0,OFF,0,signal,1
2811,1405.5,100,y,0,ON,0,OFF,0,signal,1
2812,1406,100,y,0,ON,0,OFF,0,signal,1
2813,1406.5,100,y,0,ON,0,OFF,0,signal,1
2814,1407,100,y,0,ON,0,OFF,0,signal,1
2815,1407.5,100,y,0,ON,0,OFF,0,signal,1
2816,1408,100,y,0,ON,0,OFF,0,signal,1
2817,1408.5,100,y,0,ON,0,OFF,0,signal,1
2818,1409,100,y,0,ON,0,OFF,0,signal,1
2819,1409.5,100,y,0,ON,0,OFF,0,signal,1
2820,1410,100,y,0,ON,0,OFF,0,signal,1
2821,1410.5,100,y,0,ON,0,OFF,0,signal,1
2822,1411,100,y,0,ON,0,OFF,0,signal,1
2823,1411.5,100,y,0,ON,0,OFF,0,signal,1
2824,1412,100,y,0,ON,0,OFF,0,signal,1
2825,1412.5,100,y,0,ON,0,OFF,0,signal,1
2826,1413,100,y,0,ON,0,OFF,0,signal,1
2827,1413.5,100,y,0,ON,0,OFF,0,signal,1
2828,1414,100,y,0,ON,0,OFF,0,signal,1
2829,1414.5,100,y,0,ON,0,OFF,0,signal,1
2830,1415,100,y,0,ON,0,OFF,0,signal,1
2831,1415.5,100,y,0,ON,0,OFF,0,signal,1
2832,1416,100,y,0,ON,0,OFF,0,signal,1
2833,1416.5,100,y,0,ON,0,OFF,0,signal,1
2834,1417,100,y,0,ON,0,OFF,0,signal,1
2835,1417.5,100,y,0,ON,0,OFF,0,signal,1
2836,1418,100,y,0,ON,0,OFF,0,signal,1
2837,1418.5,100,y,0,ON,0,OFF,0,signal,1
2838,1419,100,y,0,ON,0,OFF,0,signal,1
2839,1419.5,100,y,0,ON,0,OFF,0,signal,1
2840,1420,100,y,0,ON,0,OFF,0,signal,1
2841,1420.5,100,y,0,ON,0,OFF,0,signal,1
2842,1421,100,y,0,ON,0,OFF,0,signal,1
2843,1421.5,100,y,0,ON,0,OFF,0,signal,1
2844,1422,100,y,0,ON,0,OFF,0,signal,1
2845,1422.5,100,y,0,ON,0,OFF,0,signal,1
2846,1423,100,y,0,ON,0,OFF,0,signal,1
2847,1423.5,100,y,0,ON,0,OFF,0,signal,1
2848,1424,100,y,0,ON,0,OFF,0,signal,1
2849,1424.5,100,y,0,ON,0,OFF,0,signal,1
2850,1425,100,y,0,ON,0,OFF,0,signal,1
2851,1425.5,100,y,0,ON,0,OFF,0,signal,1
2852,1426,100,y,0,ON,0,OFF,0,signal,1
2853,1426.5,100,y,0,ON,0,OFF,0,signal,1
2854,1427,100,y,0,ON,0,OFF,0,signal,1
2855,1427.5,100,y,0,ON,0,OFF,0,signal,1
2856,1428,100,y,0,ON,0,OFF,0,signal,1
2857,1428.5,100,y,0,ON,0,OFF,0,signal,1
2858,1429,100,y,0,ON,0,OFF,0,signal,1
2859,1429.5,100,y,0,ON,0,OFF,0,signal,1
2860,1430,100,y,0,ON,0,OFF,0,signal,1
2861,1430.5,100,y,0,ON,0,OFF,0,signal,1
2862,1431,100,y,0,ON,0,OFF,0,signal,1
2863,1431.5,100,y,0,ON,0,OFF,0,signal,1
2864,1432,100,y,0,ON,0,OFF,0,signal,1
2865,1432.5,100,y,0,ON,0,OFF,0,signal,1
2866,1433,100,y,0,ON,0,OFF,0,signal,1
2867,1433.5,100,y,0,ON,0,OFF,0,signal,1
2868,1434,100,y,0,ON,0,OFF,0,signal,1
2869,1434.5,100,y,0,ON,0,OFF,0,signal,1
2870,1435,100,y,0,ON,0,OFF,0,signal,1
2871,1435.5,100,y,0,ON,0,OFF,0,signal,1
2872,1436,100,y,0,ON,0,OFF,0,signal,1
2873,1436.5,100,y,0,ON,0,OFF,0,signal,1
2874,1437,100,y,0,ON,0,OFF,0,signal,1
2875,1437.5,100,y,0,ON,0,OFF,0,signal,1
2876,1438,100,y,0,ON,0,OFF,0,signal,1
2877,1438.5,100,y,0,ON,0,OFF,0,signal,1
2878,1439,100,y,0,ON,0,OFF,0,signal,1
2879,1439.5,100,y,0,ON,0,OFF,0,signal,1
2880,1440,100,y,0,ON,0,OFF,0,signal,1
2881,1440.5,100,y,0,ON,0,OFF,0,signal,1
2882,1441,100,y,0,ON,0,OFF,0,signal,1
2883,1441.5,100,y,0,ON,0,OFF,0,signal,1
2884,1442,100,y,0,ON,0,OFF,0,signal,1
2885,1442.5,100,y,0,ON,0,OFF,0,signal,1
2886,1443,100,y,0,ON,0,OFF,0,signal,1
2887,1443.5,100,y,0,ON,0,OFF,0,signal,1
2888,1444,100,y,0,ON,0,OFF,0,signal,1
2889,1444.5,100,y,0,ON,0,OFF,0,signal,1
2890,1445,100,y,0,ON,0,OFF,0,signal,1
2891,1445.5,100,y,0,ON,0,OFF,0,signal,1
2892,1446,100,y,0,ON,0,OFF,0,signal,1
2893,1446.5,100,y,0,ON,0,OFF,0,signal,1
2894,1447,100,y,0,ON,0,OFF,0,signal,1
2895,1447.5,100,y,0,ON,0,OFF,0,signal,1
2896,1448,100,y,0,ON,0,OFF,0,signal,1
2897,1448.5,100,y,0,ON,0,OFF,0,signal,1
2898,1449,100,y,0,ON,0,OFF,0,signal,1
2899,1449.5,100,y,0,ON,0,OFF,0,signal,1
2900,1450,100,y,0,ON,0,OFF,0,signal,1
2901,1450.5,100,y,0,ON,0,OFF,0,signal,1
2902,1451,100,y,0,ON,0,OFF,0,signal,1
2903,1451.5,100,y,0,ON,0,OFF,0,signal,1
2904,1452,100,y,0,ON,0,OFF,0,signal,1
2905,1452.5,100,y,0,ON,0,OFF,0,signal,1
2906,1453,100,y,0,ON,0,OFF,0,signal,1
2907,1453.5,100,y,0,ON,0,OFF,0,signal,1
2908,1454,100,y,0,ON,0,OFF,0,signal,1
2909,1454.5,100,y,0,ON,0,OFF,0,signal,1
2910,1455,100,y,0,ON,0,OFF,0,signal,1
2911,1455.5,100,y,0,ON,0,OFF,0,signal,1
2912,1456,100,y,0,ON,0,OFF,0,signal,1
2913,1456.5,100,y,0,ON,0,OFF,0,signal,1
2914,1457,100,y,0,ON,0,OFF,0,signal,1
2915,1457.5,100,y,0,ON,0,OFF,0,signal,1
2916,1458,100,y,0,ON,0,OFF,0,signal,1
2917,1458.5,100,y,0,ON,0,OFF,0,signal,1
2918,1459,100,y,0,ON,0,OFF,0,signal,1
2919,1459.5,100,y,0,ON,0,OFF,0,signal,1
2920,1460,100,y,0,ON,0,OFF,0,signal,1
2921,1460.5,100,y,0,ON,0,OFF,0,signal,1
2922,1461,100,y,0,ON,0,OFF,0,signal,1
2923,1461.5,100,y,0,ON,0,OFF,0,signal,1
2924,1462,100,y,0,ON,0,OFF,0,signal,1
2925,1462.5,100,y,0,ON,0,OFF,0,signal,1
2926,1463,100,y,0,ON,0,OFF,0,signal,1
2927,1463.5,100,y,0,ON,0,OFF,0,signal,1
2928,1464,100,y,0,ON,0,OFF,0,signal,1
2929,1464.5,100,y,0,ON,0,OFF,0,signal,1
2930,1465,100,y,0,ON,0,OFF,0,signal,1
2931,1465.5,100,y,0,ON,0,OFF,0,signal,1
2932,1466,100,y,0,ON,0,OFF,0,signal,1
2933,1466.5,100,y,0,ON,0,OFF,0,signal,1
2934,1467,100,y,0,ON,0,OFF,0,signal,1
2935,1467.5,100,y,0,ON,0,OFF,0,signal,1
2936,1468,100,y,0,ON,0,OFF,0,signal,1
2937,1468.5,100,y,0,ON,0,OFF,0,signal,1
2938,1469,100,y,0,ON,0,OFF,0,signal,1
2939,1469.5,100,y,0,ON,0,OFF,0,signal,1
2940,1470,100,y,0,ON,0,OFF,0,signal,1
2941,1470.5,100,y,0,ON,0,OFF,0,signal,1
2942,1471,100,y,0,ON,0,OFF,0,signal,1
2943,1471.5,100,y,0,ON,0,OFF,0,signal,1
2944,1472,100,y,0,ON,0,OFF,0,signal,1
2945,1472.5,100,y,0,ON,0,OFF,0,signal,1
2946,1473,100,y,0,ON,0,OFF,0,signal,1
2947,1473.5,100,y,0,ON,0,OFF,0,signal,1
2948,1474,100,y,0,ON,0,OFF,0,signal,1
2949,1474.5,100,y,0,ON,0,OFF,0,signal,1
2950,1475,100,y,0,ON,0,OFF,0,signal,1
2951,1475.5,100,y,0,ON,0,OFF,0,signal,1
2952,1476,100,y,0,ON,0,OFF,0,signal,1
2953,1476.5,100,y,0,ON,0,OFF,0,signal,1
2954,1477,100,y,0,ON,0,OFF,0,signal,1
2955,1477.5,100,y,0,ON,0,OFF,0,signal,1
2956,1478,100,y,0,ON,0,OFF,0,signal,1
2957,1478.5,100,y,0,ON,0,OFF,0,signal,1
2958,1479,100,y,0,ON,0,OFF,0,signal,1
2959,1479.5,100,y,0,ON,0,OFF,0,signal,1
2960,1480,100,y,0,ON,0,OFF,0,signal,1
2961,1480.5,100,y,0,ON,0,OFF,0,signal,1
2962,1481,100,y,0,ON,0,OFF,0,signal,1
2963,1481.5,100,y,0,ON,0,OFF,0,signal,1
2964,1482,100,y,0,ON,0,OFF,0,signal,1
2965,1482.5,100,y,0,ON,0,OFF,0,signal,1
2966,1483,100,y,0,ON,0,OFF,0,signal,1
2967,1483.5,100,y,0,ON,0,OFF,0,signal,1
2968,1484,100,y,0,ON,0,OFF,0,signal,1
2969,1484.5,100,y,0,ON,0,OFF,0,signal,1
2970,1485,100,y,0,ON,0,OFF,0,signal,1
2971,1485.5,100,y,0,ON,0,OFF,0,signal,1
2972,1486,100,y,0,ON,0,OFF,0,signal,1
2973,1486.5,100,y,0,ON,0,OFF,0,signal,1
2974,1487,100,y,0,ON,0,OFF,0,signal,1
2975,1487.5,100,y,0,ON,0,OFF,0,signal,1
2976,1488,100,y,0,ON,0,OFF,0,signal,1
2977,1488.5,100,y,0,ON,0,OFF,0,signal,1
2978,1489,100,y,0,ON,0,OFF,0,signal,1
2979,1489.5,100,y,0,ON,0,OFF,0,signal,1
2980,1490,100,y,0,ON,0,OFF,0,signal,1
2981,1490.5,100,y,0,ON,0,OFF,0,signal,1
2982,1491,100,y,0,ON,0,OFF,0,signal,1
2983,1491.5,100,y,0,ON,0,OFF,0,signal,1
2984,1492,100,y,0,ON,0,OFF,0,signal,1
2985,1492.5,100,y,0,ON,0,OFF,0,signal,1
2986,1493,100,y,0,ON,0,OFF,0,signal,1
2987,1493.5,100,y,0,ON,0,OFF,0,signal,1
2988,1494,100,y,0,ON,0,OFF,0,signal,1
2989,1494.5,100,y,0,ON,0,OFF,0,signal,1
2990,1495,100,y,0,ON,0,OFF,0,signal,1
2991,1495.5,100,y,0,ON,0,OFF,0,signal,1
2992,1496,100,y,0,ON,0,OFF,0,signal,1
2993,1496.5,100,y,0,ON,0,OFF,0,signal,1
2994,1497,100,y,0,ON,0,OFF,0,signal,1
2995,1497.5,100,y,0,ON,0,OFF,0,signal,1
2996,1498,100,y,0,ON,0,OFF,0,signal,1
2997,1498.5,100,y,0,ON,0,OFF,0,signal,1
2998,1499,100,y,0,ON,0,OFF,0,signal,1
2999,1499.5,100,y,0,ON,0,OFF,0,signal,1
3000,1500,100,y,0,ON,0,OFF,0,signal,1
3001,1500.5,100,y,0,ON,0,OFF,0,signal,1
3002,1501,100,y,0,ON,0,OFF,0,signal,1
3003,1501.5,100,y,0,ON,0,OFF,0,signal,1
3004,1502,100,y,0,ON,0,OFF,0,signal,1
3005,1502.5,100,y,0,ON,0,OFF,0,signal,1
3006,1503,100,y,0,ON,0,OFF,0,signal,1
3007,1503.5,100,y,0,ON,0,OFF,0,signal,1
3008,1504,100,y,0,ON,0,OFF,0,signal,1
3009,1504.5,100,y,0,ON,0,OFF,0,signal,1
3010,1505,100,y,0,ON,0,OFF,0,signal,1
3011,1505.5,100,y,0,ON,0,OFF,0,signal,1
3012,1506,100,y,0,ON,0,OFF,0,signal,1
3013,1506.5,100,y,0,ON,0,OFF,0,signal,1
3014,1507,100,y,0,ON,0,OFF,0,signal,1
3015,1507.5,100,y,0,ON,0,OFF,0,signal,1
3016,1508,100,y,0,ON,0,OFF,0,signal,1
3017,1508.5,100,y,0,ON,0,OFF,0,signal,1
3018,1509,100,y,0,ON,0,OFF,0,signal,1
3019,1509.5,100,y,0,ON,0,OFF,0,signal,1
3020,1510,100,y,0,ON,0,OFF,0,signal,1
3021,1510.5,100,y,0,ON,0,OFF,0,signal,1
3022,1511,100,y,0,ON,0,OFF,0,signal,1
3023,1511.5,100,y,0,ON,0,OFF,0,signal,1
3024,1512,100,y,0,ON,0,OFF,0,signal,1
3025,1512.5,100,y,0,ON,0,OFF,0,signal,1
3026,1513,100,y,0,ON,0,OFF,0,signal,1
3027,1513.5,100,y,0,ON,0,OFF,0,signal,1
3028,1514,100,y,0,ON,0,OFF,0,signal,1
3029,1514.5,100,y,0,ON,0,OFF,0,signal,1
3030,1515,100,y,0,ON,0,OFF,0,signal,1
3031,1515.5,100,y,0,ON,0,OFF,0,signal,1
3032,1516,100,y,0,ON,0,OFF,0,signal,1
3033,1516.5,100,y,0,ON,0,OFF,0,signal,1
3034,1517,100,y,0,ON,0,OFF,0,signal,1
3035,1517.5,100,y,0,ON,0,OFF,0,signal,1
3036,1518,100,y,0,ON,0,OFF,0,signal,1
3037,1518.5,100,y,0,ON,0,OFF,0,signal,1
3038,1519,100,y,0,ON,0,OFF,0,signal,1
3039,1519.5,100,y,0,ON,0,OFF,0,signal,1
3040,1520,100,y,0,ON,0,OFF,0,signal,1
3041,1520.5,100,y,0,ON,0,OFF,0,signal,1
3042,1521,100,y,0,ON,0,OFF,0,signal,1
